group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
155,Cotizacion,Omega,54,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Promex",Energía Epsilon,"Camino Real 528, Col. Polanco, Querétaro, México",2025-09-25,2027-05-09,Servicios financieros,11946163,Incendios y daños por agua,1000000,"Incendio, Vandalismo, Responsabilidad civil","Gastos de defensa incluidos, Texto LMA 6000A, Cancelación por mutuo acuerdo","Guerra y terrorismo, Negligencia grave","General: USD 65,000; Robo: USD 7,000; Terremoto: USD 68,000; Daños eléctricos: USD 82,000; Pérdida de ingresos: USD 84,000",2782992,54% parte del 100%,Ocurrencia,Canadá,Leyes de Estados Unidos,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",
156,Nota,,,Reaseguro Facultativo Todo Riesgo,"Grupo Financiero Unión, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Reforma 949, Col. Santa Fe, Mérida, México",2024-11-24,2025-12-26,Desarrollo de software,4798064,Incendios y daños por agua,2500000,"Vandalismo, Daños eléctricos, Responsabilidad civil, Pérdida de ingresos, Terremoto, Incendio, Robo, Agua","Gastos de defensa incluidos, Arbitraje internacional","Actos delictivos, Negligencia grave, Inestabilidad política, Daños intencionales, Contaminación, Guerra y terrorismo","General: USD 14,000; Robo: USD 82,000; Terremoto: USD 73,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 37,000",1838657,100% parte del 100%,Suma Directa,Latinoamérica,Leyes Latam,60 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks)",Reasegurador 7 31% parte del 100%; Reasegurador 2 69% parte del 100%
156,Cotizacion,Reasegurador 7,31,Reaseguro Facultativo Todo Riesgo,"Grupo Financiero Unión, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Reforma 949, Col. Santa Fe, Mérida, México",2024-11-24,2025-12-26,Desarrollo de software,4798064,Incendios y daños por agua,2500000,"Vandalismo, Daños eléctricos, Responsabilidad civil, Pérdida de ingresos, Terremoto, Incendio, Robo, Agua","Gastos de defensa incluidos, Arbitraje internacional","Actos delictivos, Negligencia grave, Inestabilidad política, Daños intencionales, Contaminación, Guerra y terrorismo","General: USD 14,000; Robo: USD 82,000; Terremoto: USD 73,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 37,000",569983,31% parte del 100%,Suma Directa,Latinoamérica,Leyes Latam,60 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks)",
156,Cotizacion,Reasegurador 2,69,Reaseguro Facultativo Todo Riesgo,"Grupo Financiero Unión, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Reforma 949, Col. Santa Fe, Mérida, México",2024-11-24,2025-12-26,Desarrollo de software,4798064,Incendios y daños por agua,2500000,"Vandalismo, Daños eléctricos, Responsabilidad civil, Pérdida de ingresos, Terremoto, Incendio, Robo, Agua","Gastos de defensa incluidos, Arbitraje internacional","Actos delictivos, Negligencia grave, Inestabilidad política, Daños intencionales, Contaminación, Guerra y terrorismo","General: USD 14,000; Robo: USD 82,000; Terremoto: USD 73,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 37,000",1268673,69% parte del 100%,Suma Directa,Latinoamérica,Leyes Latam,60 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks)",
157,Nota,,,Reaseguro Facultativo de Vida,"Seguros Central, S.A., Grupo Financiero Unión",Transportes Beta,"Boulevard Hidalgo 943, Col. Santa Fe, Ciudad de México, México",2027-07-10,2028-12-13,Comercio minorista,7891736,Incendios y daños por agua,7500000,"Incendio, Robo, Responsabilidad civil, Daños eléctricos, Agua, Pérdida de ingresos, Terremoto","Arbitraje internacional, Cancelación por mutuo acuerdo, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Inestabilidad política, Guerra y terrorismo, Contaminación, Negligencia grave","General: USD 42,000; Robo: USD 51,000; Terremoto: USD 56,000; Daños eléctricos: USD 60,000; Pérdida de ingresos: USD 63,000",5523422,100% parte del 100%,Ocurrencia,Global,Leyes de Canadá,60 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks)",Reasegurador 1 100% parte del 100%
157,Cotizacion,Reasegurador 1,100,Reaseguro Facultativo de Vida,"Seguros Central, S.A., Grupo Financiero Unión",Transportes Beta,"Boulevard Hidalgo 943, Col. Santa Fe, Ciudad de México, México",2027-07-10,2028-12-13,Comercio minorista,7891736,Incendios y daños por agua,7500000,"Incendio, Robo, Responsabilidad civil, Daños eléctricos, Agua, Pérdida de ingresos, Terremoto","Arbitraje internacional, Cancelación por mutuo acuerdo, Sujeto a LMA 2001","Daños intencionales, Actos delictivos, Inestabilidad política, Guerra y terrorismo, Contaminación, Negligencia grave","General: USD 42,000; Robo: USD 51,000; Terremoto: USD 56,000; Daños eléctricos: USD 60,000; Pérdida de ingresos: USD 63,000",5523422,100% parte del 100%,Ocurrencia,Global,Leyes de Canadá,60 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks)",
158,Nota,,,Reaseguro Facultativo de Autos,"Mutua Mexicana, Promex","Servicios Integrales del Valle, S.A. de C.V.","Camino Real 527, Col. Polanco, Puebla, México",2028-07-07,2030-07-07,Servicios financieros,14898870,Responsabilidad civil y pérdidas operacionales,5000000,"Agua, Incendio, Vandalismo, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Cancelación por mutuo acuerdo","Negligencia grave, Contaminación, Daños intencionales, Actos delictivos, Guerra y terrorismo, Inestabilidad política","General: USD 20,000; Robo: USD 37,000; Terremoto: USD 22,000; Daños eléctricos: USD 91,000; Pérdida de ingresos: USD 98,000",679898,100% parte del 100%,Suma Agregada,Canadá,Leyes Latam,45 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",Orion 52% parte del 100%; Reasegurador 12 48% parte del 100%
158,Cotizacion,Orion,52,Reaseguro Facultativo de Autos,"Mutua Mexicana, Promex","Servicios Integrales del Valle, S.A. de C.V.","Camino Real 527, Col. Polanco, Puebla, México",2027-03-25,2028-08-29,Servicios financieros,14898870,Responsabilidad civil y pérdidas operacionales,5000000,"Incendio, Robo, Terremoto, Agua","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Cancelación por mutuo acuerdo","Negligencia grave, Contaminación, Daños intencionales, Actos delictivos, Guerra y terrorismo, Inestabilidad política","General: USD 20,000; Robo: USD 37,000; Terremoto: USD 22,000; Daños eléctricos: USD 91,000; Pérdida de ingresos: USD 98,000",353546,52% parte del 100%,Suma Agregada,Canadá,Leyes Latam,45 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
158,Cotizacion,Reasegurador 12,48,Reaseguro Facultativo de Autos,"Mutua Mexicana, Promex","Servicios Integrales del Valle, S.A. de C.V.","Camino Real 527, Col. Polanco, Puebla, México",2027-08-24,2030-07-07,Servicios financieros,14898870,Responsabilidad civil y pérdidas operacionales,5000000,"Agua, Incendio, Vandalismo, Pérdida de ingresos","Texto LMA 6000A, Gastos de defensa incluidos, Arbitraje internacional, Cancelación por mutuo acuerdo","Guerra y terrorismo, Inestabilidad política","General: USD 20,000; Robo: USD 37,000; Terremoto: USD 22,000; Daños eléctricos: USD 91,000; Pérdida de ingresos: USD 98,000",326351,48% parte del 100%,Suma Agregada,Canadá,Leyes Latam,45 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
159,Nota,,,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Boulevard Hidalgo 154, Col. Centro, Mérida, México",2024-03-02,2026-11-04,Servicios financieros,1492597,Terremoto y huracanes,10000000,"Agua, Daños eléctricos, Terremoto","Arbitraje internacional, Sujeto a LMA 2001, Gastos de defensa incluidos, Cancelación por mutuo acuerdo","Actos delictivos, Inestabilidad política, Guerra y terrorismo, Daños intencionales, Negligencia grave","General: USD 96,000; Robo: USD 65,000; Terremoto: USD 90,000; Daños eléctricos: USD 45,000; Pérdida de ingresos: USD 44,000",3202101,100% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,45 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación)",Reasegurador 4 46% parte del 100%; Reasegurador 6 13% parte del 100%; Prisma 41% parte del 100%
159,Cotizacion,Reasegurador 4,46,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Boulevard Hidalgo 154, Col. Centro, Mérida, México",2024-02-24,2026-11-04,Servicios financieros,1492597,Terremoto y huracanes,10000000,"Agua, Daños eléctricos, Terremoto","Arbitraje internacional, Sujeto a LMA 2001, Gastos de defensa incluidos, Cancelación por mutuo acuerdo","Inestabilidad política, Negligencia grave, Contaminación, Daños intencionales, Guerra y terrorismo, Actos delictivos","General: USD 96,000; Robo: USD 65,000; Terremoto: USD 90,000; Daños eléctricos: USD 45,000; Pérdida de ingresos: USD 44,000",1472966,46% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,45 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación)",
159,Cotizacion,Reasegurador 6,13,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Boulevard Hidalgo 154, Col. Centro, Mérida, México",2025-07-04,2027-04-26,Servicios financieros,1492597,Terremoto y huracanes,10000000,"Agua, Daños eléctricos, Terremoto","Arbitraje internacional, Sujeto a LMA 2001, Gastos de defensa incluidos, Cancelación por mutuo acuerdo","Actos delictivos, Inestabilidad política, Guerra y terrorismo, Daños intencionales, Negligencia grave","General: USD 96,000; Robo: USD 65,000; Terremoto: USD 90,000; Daños eléctricos: USD 45,000; Pérdida de ingresos: USD 44,000",416273,13% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,45 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación)",
159,Cotizacion,Prisma,41,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Boulevard Hidalgo 154, Col. Centro, Mérida, México",2024-03-02,2029-05-24,Servicios financieros,1492597,Terremoto y huracanes,10000000,"Agua, Daños eléctricos, Terremoto","Arbitraje internacional, Sujeto a LMA 2001, Gastos de defensa incluidos, Cancelación por mutuo acuerdo","Inestabilidad política, Guerra y terrorismo, Negligencia grave, Contaminación, Daños intencionales","General: USD 96,000; Robo: USD 65,000; Terremoto: USD 90,000; Daños eléctricos: USD 45,000; Pérdida de ingresos: USD 44,000",1312861,41% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,45 días,"LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación)",
160,Nota,,,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Mutua Mexicana",Tecnologías Delta,"Av. Reforma 609, Col. Polanco, Ciudad de México, México",2028-03-08,2029-05-08,Desarrollo de software,19937251,Incendios y daños por agua,5000000,"Responsabilidad civil, Vandalismo, Incendio, Agua, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo, Contaminación, Daños intencionales","General: USD 66,000; Robo: USD 52,000; Terremoto: USD 18,000; Daños eléctricos: USD 46,000; Pérdida de ingresos: USD 40,000",9185574,100% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 4 19% parte del 100%; Reasegurador 16 81% parte del 100%
160,Cotizacion,Reasegurador 4,19,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Mutua Mexicana",Tecnologías Delta,"Av. Reforma 609, Col. Polanco, Ciudad de México, México",2028-03-08,2029-05-08,Desarrollo de software,19937251,Incendios y daños por agua,5000000,"Responsabilidad civil, Vandalismo, Incendio, Agua, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo, Contaminación, Daños intencionales","General: USD 66,000; Robo: USD 52,000; Terremoto: USD 18,000; Daños eléctricos: USD 46,000; Pérdida de ingresos: USD 40,000",1745259,19% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
160,Cotizacion,Reasegurador 16,81,Reaseguro Facultativo de Vida,"Grupo Financiero Unión, Mutua Mexicana",Tecnologías Delta,"Av. Reforma 609, Col. Polanco, Ciudad de México, México",2028-03-08,2029-05-08,Desarrollo de software,19937251,Incendios y daños por agua,5000000,"Responsabilidad civil, Vandalismo, Incendio, Agua, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo, Contaminación, Daños intencionales","General: USD 66,000; Robo: USD 52,000; Terremoto: USD 18,000; Daños eléctricos: USD 46,000; Pérdida de ingresos: USD 40,000",7440314,81% parte del 100%,Suma Directa,Canadá,Leyes de Estados Unidos,90 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
161,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Av. Reforma 407, Col. Condesa, Puebla, México",2028-09-02,2031-07-02,Administración de edificios corporativos y comerciales,6491871,Terremoto y huracanes,5000000,"Vandalismo, Incendio, Pérdida de ingresos, Responsabilidad civil, Robo","Cancelación por mutuo acuerdo, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo","General: USD 38,000; Robo: USD 31,000; Terremoto: USD 26,000; Daños eléctricos: USD 93,000; Pérdida de ingresos: USD 74,000",3410681,100% parte del 100%,Suma Directa,Latinoamérica,Leyes de Estados Unidos,60 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",Reasegurador 7 74% parte del 100%; Orion 26% parte del 100%
161,Cotizacion,Reasegurador 7,74,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Av. Reforma 407, Col. Condesa, Puebla, México",2028-09-02,2031-07-02,Administración de edificios corporativos y comerciales,6491871,Terremoto y huracanes,5000000,"Vandalismo, Incendio, Pérdida de ingresos, Responsabilidad civil, Robo","Cancelación por mutuo acuerdo, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo","General: USD 38,000; Robo: USD 31,000; Terremoto: USD 26,000; Daños eléctricos: USD 93,000; Pérdida de ingresos: USD 74,000",2523903,74% parte del 100%,Suma Directa,Latinoamérica,Leyes de Estados Unidos,60 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
161,Cotizacion,Orion,26,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Av. Reforma 407, Col. Condesa, Puebla, México",2028-09-02,2031-07-02,Administración de edificios corporativos y comerciales,6491871,Terremoto y huracanes,5000000,"Vandalismo, Incendio, Pérdida de ingresos, Responsabilidad civil, Robo","Cancelación por mutuo acuerdo, Sujeto a LMA 2001","Actos delictivos, Negligencia grave, Guerra y terrorismo","General: USD 38,000; Robo: USD 31,000; Terremoto: USD 26,000; Daños eléctricos: USD 93,000; Pérdida de ingresos: USD 74,000",886777,26% parte del 100%,Suma Directa,Latinoamérica,Leyes de Estados Unidos,60 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
162,Nota,,,Reaseguro Facultativo de Autos,"Aseguradora Nacional, Compañía de Seguros del Valle",Retail Gamma,"Camino Real 416, Col. Condesa, Mérida, México",2027-09-22,2029-08-24,Fabricación de automóviles,2851575,Terremoto y huracanes,5000000,"Vandalismo, Robo, Terremoto, Agua, Responsabilidad civil","Arbitraje internacional, Cancelación por mutuo acuerdo","Contaminación, Actos delictivos, Negligencia grave, Inestabilidad política, Daños intencionales, Guerra y terrorismo","General: USD 52,000; Robo: USD 78,000; Terremoto: USD 65,000; Daños eléctricos: USD 95,000; Pérdida de ingresos: USD 51,000",9245003,100% parte del 100%,Suma Agregada,Latinoamérica,Leyes de Canadá,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 19 100% parte del 100%
